playerId,firstName,lastName,proTeam,defaultPosition,jersey,weight,height,age,dateOfBirth,birthPlace,debutYear,draftSelection
5220680,Ted,Hurst III,TB,WR,17,185,75,22,2004-07-02,"Savannah, GA",,84
3930086,Dawson,Knox,BUF,TE,88,254,76,29,1996-11-14,"Brentwood, TN",2019,96
3124084,Joey,Slye,TEN,K,6,213,71,30,1996-04-10,"Stafford, VA",2019,
4360438,Brandon,Aiyuk,SF,WR,11,200,72,28,1998-03-17,"Rocklin, CA",2020,25
4686422,Xavier,Hutchinson,HOU,WR,19,210,75,26,2000-06-01,"Jacksonville, FL",,205
4603186,Jack,Bech,LV,WR,18,214,73,23,2002-12-18,"Lafayette, LA",,58
4430871,Sean,Tucker,TB,RB,44,205,70,24,2001-10-25,"Owings Mills, MD",,
4430841,Carson,Beck,ARI,QB,19,220,76,23,2002-11-19,"Jacksonville, FL",,65
4695404,Isaiah,Davis,NYJ,RB,32,220,73,24,2002-02-21,"Joplin, MO",,173
4433970,J.J.,McCarthy,MIN,QB,9,219,75,23,2003-01-20,"La Grange Park, IL",,10
4568263,Ryan,Fitzgerald,CAR,K,10,193,71,26,2000-08-13,"Coolidge, GA",,
4683153,Skyler,Bell,BUF,WR,13,192,71,24,2002-07-05,"Bronx, NY",,125
4597703,Tory,Horton,SEA,WR,15,196,74,23,2002-11-29,"Fresno, CA",,166
4832846,Demond,Claiborne,MIN,RB,21,188,70,22,2003-10-09,"Aylett, VA",,198
4362478,Emari,Demercado,DAL,RB,,215,69,27,1999-01-20,"Inglewood, CA",,
3895856,Christian,Kirk,SF,WR,3,200,71,29,1996-11-18,"Scottsdale, AZ",2018,47
4599739,Kendre,Miller,NO,RB,5,220,72,24,2002-06-11,"Mount Enterprise, TX",,71
4431545,Will,Shipley,PHI,RB,28,209,71,24,2002-08-29,"Weddington, NC",,127
5081335,Drew,Stevens,WSH,K,19,213,73,22,2003-12-09,"North Augusta, SC",,
4911851,LeQuint,Allen Jr.,JAX,RB,5,201,72,22,2004-08-05,"Millville, NJ",,236
4368003,Andrei,Iosivas,CIN,WR,80,210,75,26,1999-10-15,"Honolulu, HI",,206
4685526,Adam,Randall,BAL,RB,23,232,75,22,2004-07-14,"Myrtle Beach, SC",,174
4241372,Hollywood,Brown,PHI,WR,0,170,69,29,1997-06-04,"Hollywood, FL",2019,25
4259619,Blake,Grupe,NYJ,K,,156,67,27,1998-11-05,"Sedalia, MO",,
4887558,Emanuel,Wilson,SEA,RB,27,226,70,27,1999-05-08,"Charlotte, NC",,
4431574,Eli,Stowers,PHI,TE,87,239,76,23,2003-04-15,"Denton, TX",,54
4808766,Mason,Taylor,NYJ,TE,85,251,77,22,2004-05-08,"Plantation, FL",,42
4429148,Theo,Johnson,NYG,TE,84,264,78,25,2001-02-26,"Windsor, ON",,107
4258620,Andre,Szmyt,CLE,K,25,200,72,27,1998-09-26,"Vernon Hills, IL",,
4362887,Justin,Fields,KC,QB,6,227,75,27,1999-03-05,"Kennesaw, GA",,11
4678006,Elijah,Arroyo,SEA,TE,18,254,77,23,2003-04-05,"Frisco, TX",,50
4243371,Riley,Patterson,MIA,K,47,190,72,27,1999-09-07,"Edwardsville, IL",,
4874509,DJ,Giddens,IND,RB,21,212,72,23,2003-08-26,"Junction City, KS",,151
4685350,Trevor,Etienne,CAR,RB,23,198,68,22,2004-07-09,"Jennings, LA",,114
15683,Justin,Tucker,FA,K,,191,73,36,1989-11-21,"Austin, TX",2012,
2573401,Tyler,Higbee,LAR,TE,89,253,78,33,1993-01-01,"Clearwater, FL",2016,110
4685522,Ty,Simpson,LAR,QB,15,211,73,23,2002-12-21,"Martin, TN",,13
4363538,Chad,Ryland,ARI,K,38,195,72,26,1999-10-15,"Lebanon, PA",,112
5208518,Charlie,Smyth,FA,K,39,210,76,25,2001-06-26,"Newry, ",,
16002,Kyle,Juszczyk,SF,RB,44,235,74,35,1991-04-23,"Medina, OH",2013,130
4426948,Luke,McCaffrey,WSH,WR,11,195,74,25,2001-04-02,"Highlands Ranch, CO",,100
4613202,Kyle,Williams,NE,WR,18,190,71,23,2002-11-13,"Inglewood, CA",,69
4040761,Devin,Singletary,NYG,RB,26,203,67,29,1997-09-03,"Deerfield Beach, FL",2019,74
3059915,Kareem,Hunt,FA,RB,29,216,71,31,1995-08-06,"Willoughby, OH",2017,86
11252,Joe,Flacco,CIN,QB,16,245,78,41,1985-01-16,"Audubon, NJ",2008,18
2991662,Mack,Hollins,NE,WR,13,221,76,32,1993-09-16,"Rockville, MD",2017,118
3124679,Jason,Sanders,NYJ,K,19,186,71,30,1995-11-16,"Orange, CA",2018,229
4240472,Noah,Gray,KC,TE,83,240,75,27,1999-04-30,"Leominster, MA",,162
2969939,Jameis,Winston,NYG,QB,19,231,76,32,1994-01-06,"Bessemer, AL",2015,1
4360797,Tutu,Atwell,LAR,WR,8,165,69,26,1999-10-07,"Miami, FL",,57
4429299,Tahj,Brooks,CIN,RB,25,220,69,24,2002-05-13,"Manor, TX",,193
3049899,Younghoe,Koo,FA,K,,185,69,32,1994-08-03,"Ridgewood, NJ",2017,
5529,Philip,Rivers,IND,QB,17,228,77,44,1981-12-08,"Athens, AL",2004,4
4912274,Sione,Vaki,DET,RB,33,216,71,25,2001-07-30,"Antioch, CA",,132
4714771,Drew,Allar,PIT,QB,16,228,77,22,2004-03-08,"Medina, OH",,76
4241464,Mac,Jones,SF,QB,10,220,75,28,1998-09-05,"Jacksonville, FL",,15
5088338,Elijah,Sarratt,BAL,WR,13,210,74,23,2003-05-28,"Stafford, VA",,115
4431487,Savion,Williams,GB,WR,83,222,76,24,2001-11-22,"Marshall, TX",,87
4061956,Ashton,Dulin,IND,WR,16,215,74,29,1997-05-15,"Reynoldsburg, OH",2019,
5081508,Eli,Heidenreich,PIT,RB,29,198,72,23,2003-07-28,"Pittsburgh, PA",,230
4831959,Eli,Raridon,NE,TE,82,245,78,22,2004-02-12,"Des Moines, IA",,95
4427728,Bam,Knight,ARI,RB,20,210,71,25,2001-04-11,"Bailey, NC",,
4427834,Erick,All Jr.,CIN,TE,83,255,77,25,2000-09-13,"Fairfield, OH",,115
4429275,Trey,Benson,ARI,RB,33,225,72,24,2002-07-23,"Greenville, MS",,66
4685307,Kevin,Coleman Jr.,MIA,WR,83,180,70,22,2003-09-10,"St. Louis, MO",,177
4690013,Rasheen,Ali,BAL,RB,26,210,71,25,2001-02-16,"Cleveland, OH",,165
4431588,Ja'Tavion,Sanders,CAR,TE,0,252,76,23,2003-03-27,"Denton, TX",,101
4242433,Joshua,Palmer,BUF,WR,5,210,73,26,1999-09-22,"Brampton, ON",,77
4879276,Bryce,Lance,NO,WR,18,204,75,24,2002-08-20,"Marshall, MN",,136
3054212,Jonnu,Smith,GB,TE,,248,75,31,1995-08-22,"Ocala, FL",2017,100
3128720,Nick,Chubb,FA,RB,21,227,71,30,1995-12-27,"Cedartown, GA",2018,35
4362748,Tyler,Badie,DEN,RB,28,197,68,26,2000-02-07,"Memphis, TN",,196
4372561,Isaac,Guerendo,SF,RB,31,221,72,26,2000-06-28,"Clayton, IN",,129
4372066,Jake,Moody,FA,K,16,210,73,26,1999-11-23,"Northville, MI",,99
4566158,Ben,Sauls,NYG,K,30,185,70,25,2001-07-31,"Tipp City, OH",,
4366963,Dylan,Laube,LV,RB,23,204,69,26,1999-12-14,"Westhampton, NY",,208
4429084,Anthony,Richardson Sr.,IND,QB,5,244,76,24,2002-05-22,"Gainesville, FL",,4
2973405,Kalif,Raymond,CHI,WR,14,160,69,32,1994-08-08,"Lawrenceville, GA",2016,
4698597,Barion,Brown,NO,WR,19,177,71,22,2003-12-12,"Nashville, TN",,190
4384852,Dohnte,Meyers,CIN,WR,81,186,71,26,2000-07-06,"Duluth, GA",,
5081338,Kaden,Wetjen,PIT,WR,10,196,69,24,2002-03-09,"Williamsburg, IA",,121
4035537,Kene,Nwangwu,NYJ,RB,3,210,73,28,1998-02-09,"Frisco, TX",,119
4240391,Tommy,DeVito,NE,QB,16,210,74,28,1998-08-07,"Cedar Grove, NJ",,
4431492,Roman,Wilson,PIT,WR,14,186,70,25,2001-06-19,"Honolulu, HI",,84
4608810,Tez,Johnson,TB,WR,15,165,70,24,2002-05-18,"Pinson, AL",,235
4695193,Efton,Chism III,NE,WR,86,198,70,24,2001-10-26,"Monroe, WA",,
4808759,Camden,Brown,DAL,WR,6,204,74,22,2004-05-06,"Monroe, LA",,
4241263,Charlie,Kolar,LAC,TE,88,250,78,27,1999-02-10,"Norman, OK",,128
4808839,Isaiah,Bond,CLE,WR,0,180,71,22,2004-03-15,"Buford, GA",,
5092508,Colbie,Young,CIN,WR,86,218,75,24,2002-07-24,"Binghamton, NY",,140
4372096,Luke,Schoonmaker,DAL,TE,86,250,77,27,1998-09-28,"Hamden, CT",,58
4883647,Elic,Ayomanor,TEN,WR,5,206,74,23,2003-06-03,"Medicine Hat, AB",,136
5160110,Jahdae,Walker,CHI,WR,9,206,75,24,2002-07-05,"Cleveland, OH",,
4039057,Lil'Jordan,Humphrey,DEN,WR,5,225,76,28,1998-04-19,"Southlake, TX",2019,
4833029,Max,Klare,LAR,TE,86,246,76,23,2003-07-08,"Guilford, IN",,61
5150247,Malik,Benson,LV,WR,19,195,73,23,2002-10-17,"Lansing, KS",,195
3045523,Kendrick,Bourne,ARI,WR,17,205,73,31,1995-08-04,"Portland, OR",2017,
4372780,Tommy,Tremble,CAR,TE,82,250,76,26,2000-06-02,"Johns Creek, GA",,83
4242392,Brock,Wright,DET,TE,89,254,77,27,1998-11-27,"Cypress, TX",,
3116385,Joe,Mixon,FA,RB,28,220,73,30,1996-07-24,"Oakley, CA",2017,48
4434153,Tyson,Bagent,CHI,QB,17,212,75,26,2000-06-08,"Martinsburg, WV",,
4426844,Elijah,Higgins,ARI,TE,84,245,75,25,2000-10-27,"Austin, TX",,197
4569371,Isaiah,Williams,NYJ,WR,18,185,70,25,2001-01-29,"St. Louis, MO",,
4685553,Brenen,Thompson,LAC,WR,89,170,69,23,2003-07-25,"Spearman, TX",,105
4569382,Jordan,Whittington,LAR,WR,88,202,73,25,2000-10-01,"Cuero, TX",,213
4708486,Jimmy,Horn Jr.,CAR,WR,15,174,68,23,2002-09-12,"Sanford, FL",,208
4430656,Myles,Price,MIN,WR,4,183,69,24,2001-12-16,"Dallas, TX",,
4036131,Noah,Fant,NO,TE,87,249,76,28,1997-11-20,"Omaha, NE",2019,20
4383396,Hunter,Luepke,DAL,RB,30,250,73,26,2000-02-28,"Spencer, WI",,
4431431,Corey,Kiner,NE,RB,,209,69,24,2002-01-21,"Cincinnati, OH",,
5091739,Chris,Brazzell II,CAR,WR,19,198,76,22,2003-10-23,"Midland, TX",,83
4596472,Jalon,Daniels,TB,QB,10,219,73,23,2002-10-29,"Lawndale, CA",,
4426875,Sam,Howell,DAL,QB,16,225,73,25,2000-09-16,"Indian Trail, NC",,144
4696882,Devontez,Walker,BAL,WR,81,198,73,25,2001-06-19,"Charlotte, NC",,113
3921690,Josh,Oliver,MIN,TE,84,264,77,29,1997-03-21,"Paso Robles, CA",2019,69
4702559,Oscar,Delp,NO,TE,88,245,76,23,2003-08-04,"Cumming, GA",,73
4685413,Cade,Klubnik,NYJ,QB,10,207,74,22,2003-10-10,"Austin, TX",,110
2576336,Ameer,Abdullah,JAX,RB,43,203,68,33,1993-06-13,"Homewood, AL",2015,54
2576980,Marcus,Mariota,WSH,QB,8,222,76,32,1993-10-30,"Honolulu, HI",2015,2
4361577,Dyami,Brown,WSH,WR,6,195,72,26,1999-11-01,"Charlotte, NC",,82
3043275,Austin,Hooper,ATL,TE,81,254,76,31,1994-11-04,"San Ramon, CA",2016,81
3917914,Olamide,Zaccheaus,ATL,WR,14,194,68,29,1997-07-23,"Plainfield, NJ",2019,
5082630,Jalen,Royals,KC,WR,11,195,72,23,2003-02-18,"Powder Springs, GA",,133
4695705,Marlin,Klein,HOU,TE,83,250,78,23,2002-09-17,"Cologne, ",,59
3115293,Kyle,Allen,BUF,QB,11,210,75,30,1996-03-08,"Scottsdale, AZ",2018,
4239934,AJ,Dillon,CAR,RB,28,247,72,28,1998-05-02,"New London, CT",2020,62
4428085,Luke,Musgrave,GB,TE,88,253,78,26,2000-09-02,"Bend, OR",,42
16339,Brandon,McManus,FA,K,17,201,75,35,1991-07-25,"Hatfield, PA",2014,
11122,Matt,Prater,FA,K,15,175,70,42,1984-08-10,"Mayfield Heights, OH",2007,
4360698,Joe,Milton III,FA,QB,10,236,77,26,2000-03-06,"Pahokee, FL",,193
3127310,Drew,Sample,CIN,TE,89,260,77,30,1996-04-16,"Bellevue, WA",2019,52
3892775,Jarrett,Stidham,DEN,QB,8,215,75,30,1996-08-08,"Stephenville, TX",2019,133
4567156,Treylon,Burks,WSH,WR,13,225,74,26,2000-03-23,"Warren, AR",,18
3911853,Adam,Trautman,DEN,TE,82,253,77,29,1997-02-05,"Williamsburg, MI",2020,105
4710855,Konata,Mumpfield,LAR,WR,4,188,73,23,2002-10-24,"Hoschton, GA",,242
3043116,Demarcus,Robinson,SF,WR,7,202,73,31,1994-09-21,"Fort Valley, GA",2016,126
14163,Tyrod,Taylor,GB,QB,6,217,73,37,1989-08-03,"Hampton, VA",2011,180
4240703,Kenny,Pickett,CAR,QB,12,220,75,28,1998-06-06,"Oakhurst, NJ",,20
4565185,Tai,Felton,MIN,WR,13,186,73,23,2003-03-15,"Ashburn, VA",,102
4685504,Sam,Roush,CHI,TE,87,267,77,23,2003-09-06,"Nashville, TN",,69
3044720,Joshua,Dobbs,DET,QB,6,216,75,31,1995-01-26,"Alpharetta, GA",2017,135
4715355,Darius,Cooper,PHI,WR,80,210,71,24,2001-11-22,"St. Louis, MO",,
4426485,Jonathan,Mingo,DAL,WR,81,225,74,25,2001-04-20,"Brandon, MS",,39
3924327,Drew,Lock,SEA,QB,2,228,76,29,1996-11-10,"Lee's Summit, MO",2019,42
3123075,Braxton,Berrios,FA,WR,87,190,69,30,1995-10-06,"Raleigh, NC",2018,210
4569682,Audric,Estime,NO,RB,30,227,71,23,2003-09-06,"Nyack, NY",,147
4432734,Jalen,Milroe,SEA,QB,6,216,74,23,2002-12-13,"Katy, TX",,92
4429955,Will,Howard,PIT,QB,18,236,76,24,2001-09-24,"Downingtown, PA",,185
4605951,CJ,Daniels,LAR,WR,6,202,74,24,2002-01-04,"Lilburn, GA",,197
4600597,Montorie,Foster Jr.,SEA,WR,87,188,71,25,2001-08-03,"Cleveland, OH",,
15835,Zach,Ertz,FA,TE,,250,77,35,1990-11-10,"Alamo, CA",2013,35
4429202,Israel,Abanikanda,FA,RB,30,217,70,23,2002-10-05,"Brooklyn, NY",,143
4429939,Jawhar,Jordan,FA,RB,25,185,70,27,1999-08-18,"Long Island, NY",,205
4693370,Riley,Nowakowski,PIT,RB,37,250,74,24,2002-06-30,"Milwaukee, WI",,169
4685201,Tanner,McKee,PHI,QB,16,231,78,26,2000-04-27,"Corona, CA",,188
4602667,Jaylin,Lane,WSH,WR,83,196,70,24,2002-05-01,"Clover, SC",,128
2998565,Mo,Alie-Cox,IND,TE,81,267,77,32,1993-09-19,"Alexandria, VA",2017,
4573699,Jackson,Hawes,BUF,TE,85,253,76,25,2000-12-06,"Salt Lake City, UT",,173
4259305,Bo,Melton,GB,WR,16,189,71,27,1999-05-18,"Mays Landing, NJ",,229
4360967,Brevyn,Spann-Ford,DAL,TE,89,265,78,26,1999-12-27,"Saint Cloud, MN",,
4889929,Quinn,Ewers,JAX,QB,10,209,74,23,2003-03-15,"Southlake, TX",,231
4035671,Tyler,Huntley,BAL,QB,5,204,73,28,1998-02-03,"Dania, FL",2020,
2975417,Patrick,Ricard,NYG,RB,45,300,75,32,1994-05-27,"Spencer, MA",2017,
4430191,Skyy,Moore,GB,WR,23,195,70,25,2000-09-10,"New Kensington, PA",,54
4243389,Calvin,Austin III,NYG,WR,82,162,69,27,1999-03-24,"Memphis, TN",,138
4259553,Stetson,Bennett IV,LAR,QB,13,192,71,28,1997-10-28,"Blackshear, GA",,128
4360405,Jake,Bobo,SEA,WR,19,211,76,28,1998-08-04,"North Andover, MA",,
4432775,Dont'e,Thornton Jr.,LV,WR,10,205,77,23,2002-11-30,"Baltimore, MD",,108
2468609,Taysom,Hill,FA,TE,7,221,74,36,1990-08-23,"Pocatello, ID",2017,
3043234,Zane,Gonzalez,FA,K,45,202,72,31,1995-05-07,"Deer Park, TX",2017,224
3051392,Ezekiel,Elliott,FA,RB,24,225,72,31,1995-07-22,"St. Louis, MO",2016,4
4880236,Will,Kacmarek,MIA,TE,82,258,78,23,2003-02-12,"St. Louis, MO",,87
4426496,Cade,Stover,HOU,TE,8,251,76,26,2000-06-12,"Mansfield, OH",,123
4430870,KeAndre,Lambert-Smith,LAC,WR,84,182,73,24,2002-07-29,"Norfolk, VA",,158
4386544,Xavier,Smith,LAR,WR,19,180,69,28,1997-09-21,"Haines City, FL",,
4383351,Trey,Lance,LAC,QB,5,226,76,26,2000-05-09,"Marshall, MN",,3
4426339,Spencer,Rattler,NO,QB,2,211,72,25,2000-09-28,"Phoenix, AZ",,150
4432260,Matthew,Hibner,BAL,TE,88,251,76,24,2002-03-09,"Burke, VA",,133
4039505,Reggie,Gilliam,NE,RB,44,255,73,29,1997-08-20,"Columbus, OH",2020,
4038524,Gardner,Minshew II,ARI,QB,15,225,73,30,1996-05-16,"Brandon, MS",2019,178
3116407,Mason,Rudolph,PIT,QB,2,235,77,31,1995-07-17,"Rock Hill, SC",2018,76
2573079,Carson,Wentz,MIN,QB,11,237,77,33,1992-12-30,"Bismarck, ND",2016,2
4374033,Jermar,Jefferson,MIN,RB,17,215,70,26,2000-04-15,"Harbor City, CA",,257
5344782,Jack,Strand,ATL,QB,18,240,77,22,2004-06-23,"Bloomer, WI",,
3120348,JuJu,Smith-Schuster,FA,WR,8,215,73,29,1996-11-22,"Long Beach, CA",2017,62
3929785,Nick,Westbrook-Ikhine,FA,WR,12,211,74,29,1997-03-21,"Lake Mary, FL",2020,
4431562,Phil,Mafah,FA,RB,37,232,73,23,2002-10-24,"Loganville, GA",,239
4682652,Devin,Neal,FA,RB,24,213,71,23,2003-08-12,"Lawrence, KS",,184
4570688,Caden,Davis,FA,K,36,208,73,25,2001-02-27,"Coppell, TX",,
4568024,Josh,Williams,FA,RB,18,210,69,25,2001-06-09,"Houston, TX",,
4426689,Ulysses,Bentley IV,FA,RB,37,200,70,25,2000-12-30,"Houston, TX",,
4594749,Michael,Trigg,FA,TE,46,240,76,24,2002-06-27,"Tampa, FL",,
4685477,Jam,Miller,FA,RB,30,209,70,22,2004-04-29,"Tyler, TX",,245
4690923,Ben,Sinnott,WSH,TE,82,245,76,24,2002-06-14,"Waterloo, IA",,53
3052897,Durham,Smythe,BAL,TE,80,248,76,31,1995-08-09,"Belton, TX",2018,123
4686248,Nate,Boerkircher,JAX,TE,87,245,77,25,2001-09-04,"Aurora, NE",,56
4241961,Connor,Heyward,LV,RB,34,230,72,27,1999-01-22,"Duluth, GA",,208
4878695,Max,Bredeson,MIN,RB,45,252,74,23,2002-10-04,"Hartland, WI",,159
4683423,Riley,Leonard,IND,QB,15,213,76,23,2002-09-13,"Fairhope, AL",,189
3915486,Tyler,Conklin,DET,TE,83,245,75,31,1995-07-30,"Chesterfield, MI",2018,157
4035656,Ben,Skowronek,PIT,WR,15,224,75,29,1997-06-27,"Fort Wayne, IN",,249
4570738,Ke'Shawn,Williams,CIN,WR,12,189,69,24,2001-12-27,"Philadelphia, PA",,
4690143,LaJohntay,Wester,BAL,WR,10,170,69,24,2002-03-29,"Palmetto, FL",,203
14012,Andy,Dalton,PHI,QB,14,220,74,38,1987-10-29,"Katy, TX",2011,35
4372414,Elijah,Moore,PHI,WR,19,178,70,26,2000-03-27,"Fort Lauderdale, FL",,34
4567096,John,Metchie III,CAR,WR,13,187,71,26,2000-07-18,"Brampton, ON",,44
4243003,Ronnie,Rivers,LAR,RB,20,198,69,27,1999-01-31,"Brentwood, CA",,
4427238,Dillon,Gabriel,CLE,QB,6,205,71,25,2000-12-28,"Mililani, HI",,94
4601080,Raheim,Sanders,CLE,RB,35,230,72,24,2002-06-08,"Rockledge, FL",,
4431325,Taylen,Green,CLE,QB,15,230,78,23,2002-10-18,"Lewisville, TX",,182
4912052,Justin,Joly,MIA,TE,,241,75,22,2004-07-09,"Brewster, NY",,152
4037235,Greg,Dortch,FA,WR,,183,67,28,1998-05-29,"Richmond, VA",2019,
3068267,Austin,Ekeler,FA,RB,30,200,70,31,1995-05-17,"Eaton, CO",2017,
15795,DeAndre,Hopkins,FA,WR,10,210,73,34,1992-06-06,"Central, SC",2013,27
14881,Russell,Wilson,FA,QB,3,206,71,37,1988-11-29,"Richmond, VA",2012,75
4240600,Kadarius,Toney,FA,WR,87,193,72,27,1999-01-27,"Mobile, AL",,20
4372019,Jerome,Ford,FA,RB,34,210,70,26,1999-09-12,"Tampa, FL",,156
4369863,Cedric,Tillman,FA,WR,,215,75,26,2000-04-19,"Las Vegas, NV",,74
4430388,DeWayne,McBride,FA,RB,27,209,70,25,2001-07-08,"Starke, FL",,222
4429805,Frank,Gore Jr.,FA,RB,20,201,68,24,2002-03-13,"Miami, FL",,
4048228,John,Bates,WSH,TE,87,256,78,28,1997-11-06,"Lebanon, OR",,124
4361516,Daniel,Bellinger,TEN,TE,82,255,78,25,2000-09-22,"Las Vegas, NV",,112
4361372,Jeremy,Ruckert,NYJ,TE,89,250,77,26,2000-08-11,"Lindenhurst, NY",,101
3917668,Alec,Ingold,LAC,RB,30,240,73,30,1996-07-09,"Green Bay, WI",2019,
4613104,Malachi,Corley,CLE,WR,11,215,71,24,2002-03-21,"Orange City, FL",,65
2515270,Michael,Burton,CLE,RB,34,247,72,34,1992-02-01,"Long Valley, NJ",2015,168
4360086,Josh,Whyle,GB,TE,81,248,79,27,1999-09-08,"Cincinnati, OH",,147
4879194,Josh,Cameron,JAX,WR,19,224,73,23,2003-03-18,"Cedar Park, TX",,191
2975863,Eric,Saubert,SEA,TE,81,248,77,32,1994-05-09,"Hoffman Estates, IL",2017,174
3125107,Andrew,Beck,NYJ,RB,47,255,75,30,1996-05-15,"Tampa, FL",2019,
4242546,Davis,Mills,HOU,QB,10,225,76,27,1998-10-21,"Duluth, GA",,67
3052096,Johnny,Mundt,PHI,TE,83,245,76,31,1994-11-23,"Modesto, CA",2017,
4869132,Reggie,Virgil,ARI,WR,82,187,75,22,2004-05-14,"Apopka, FL",,143
4433971,Kyle,McCord,MIA,QB,,218,75,23,2002-09-19,"Mount Laurel, NJ",,181
3039707,Mitchell,Trubisky,TEN,QB,10,222,75,32,1994-08-20,"Mentor, OH",2017,2
5097554,Kameron,Johnson,TB,WR,19,170,70,24,2002-03-17,"Rocky Mount, NC",,
4373273,British,Brooks,HOU,RB,44,225,71,26,1999-11-18,"Gastonia, NC",,
4039050,Devin,Duvernay,ARI,WR,81,202,71,28,1997-09-12,"Sachse, TX",2020,92
4372716,Nikko,Remigio,KC,WR,81,187,69,26,1999-11-04,"Orange, CA",,
4361259,Zach,Wilson,NO,QB,4,214,74,27,1999-08-03,"Draper, UT",,2
4367567,Julius,Chestnut,TEN,RB,36,228,71,25,2000-10-26,"Bowie, MD",,
4241476,Tyrell,Shavers,BUF,WR,14,211,76,27,1999-08-18,"Lewisville, TX",,
4567747,Garrett,Nussmeier,KC,QB,14,205,73,24,2002-02-06,"Lake Charles, LA",,249
3728262,Ray-Ray,McCloud III,FA,WR,26,190,69,29,1996-10-15,"Tampa, FL",2018,187
3821683,Austin,Seibert,FA,K,3,211,69,29,1996-11-15,"Belleville, IL",2019,170
3116593,Dalvin,Cook,FA,RB,20,210,70,31,1995-08-10,"Miami, FL",2017,41
3123052,Michael,Badgley,FA,K,32,183,70,31,1995-07-28,"Summit, NJ",2018,
3051738,Marquez,Valdes-Scantling,FA,WR,11,206,76,31,1994-10-10,"St. Petersburg, FL",2018,174
2577327,Tyler,Lockett,FA,WR,17,182,70,33,1992-09-28,"Tulsa, OK",2015,69
2976499,Amari,Cooper,LV,WR,19,210,73,32,1994-06-18,"Miami, FL",2015,4
16760,Jimmy,Garoppolo,LAR,QB,11,225,74,34,1991-11-02,"Arlington Heights, IL",2014,62
16728,Teddy,Bridgewater,DET,QB,5,217,74,33,1992-11-10,"Miami, FL",2014,32
15965,Dustin,Hopkins,FA,K,7,210,74,35,1990-10-01,"Houston, TX",2013,177
14993,Greg,Zuerlein,FA,K,9,195,72,38,1987-12-27,"Lincoln, NE",2012,171
12460,Graham,Gano,FA,K,9,202,74,39,1987-04-09,"Pensacola, FL",2009,
4240631,DeeJay,Dallas,FA,RB,,225,70,27,1998-09-16,"Brunswick, GA",2020,144
4428963,Cade,York,FA,K,36,206,73,25,2001-01-27,"McKinney, TX",,124
4361418,Will,Levis,FA,QB,8,229,76,27,1999-06-27,"Madison, CT",,33
4722893,Jaleel,McLaughlin,FA,RB,,187,67,25,2000-09-13,"Marshville, NC",,
4361182,Adrian,Martinez,FA,QB,4,220,74,26,2000-01-07,"Fresno, CA",,
4242536,Sal,Cannella,FA,TE,87,242,77,29,1996-12-02,"Schaumburg, IL",,
4426553,Davis,Allen,LAR,TE,87,253,78,25,2001-02-03,"Calhoun, GA",,175
3843945,Foster,Moreau,HOU,TE,87,250,76,29,1997-05-06,"New Orleans, LA",2019,137
4383440,Nate,Adkins,DEN,TE,45,252,75,27,1999-07-09,"Knoxville, TN",,
4372505,Payne,Durham,TB,TE,87,255,77,26,2000-06-15,"Suwanee, GA",,171
3051889,Laquon,Treadwell,IND,WR,13,215,74,31,1995-06-14,"Crete, IL",2016,23
4362018,Blake,Whiteheart,CLE,TE,86,250,76,26,2000-03-22,"Winston-Salem, NC",,
4245144,Tay,Martin,DET,WR,17,186,75,28,1997-12-14,"Houma, LA",,
4362477,Derius,Davis,LAC,WR,12,165,68,25,2000-09-11,"Saint Francisville, LA",,125
3929914,Adam,Prentice,FA,RB,46,245,72,29,1997-01-16,"Fresno, CA",,
4575665,Jacob,Cowing,SF,WR,6,171,69,25,2001-02-04,"Maricopa, AZ",,135
4040612,Luke,Farrell,SF,TE,89,250,77,28,1997-10-14,"Perry, OH",,145
4722908,Drew,Ogletree,IND,TE,85,260,77,28,1998-07-28,"Dayton, OH",,192
4876132,Josh,Cuevas,BAL,TE,85,245,75,23,2002-09-25,"Los Angeles, CA",,173
2531358,Chris,Manhertz,NYG,TE,85,235,78,34,1992-04-10,"Bronx, NY",2016,
4429105,Arian,Smith,NYJ,WR,82,179,72,24,2001-10-11,"Bradley, FL",,110
2972515,Cooper,Rush,ATL,QB,13,224,75,32,1993-11-21,"Charlotte, MI",2017,
4692835,Jalen,Brooks,ARI,WR,83,205,74,26,2000-05-07,"Harrisburg, NC",,244
2975674,Robert,Tonyan,PIT,TE,83,240,77,32,1994-04-30,"Mchenry, IL",2017,
3127586,Jeremy,McNichols,WSH,RB,26,205,69,30,1995-12-26,"Long Beach, CA",2017,162
3134353,Tim,Patrick,NYJ,WR,17,210,77,32,1993-11-23,"San Diego, CA",2017,
15168,Case,Keenum,CHI,QB,11,220,73,38,1988-02-17,"Abilene, TX",2012,
4249030,D.J.,Montgomery,IND,WR,2,201,73,29,1996-11-17,"Durant, MS",2019,
4036032,Brittain,Brown,CHI,RB,38,205,73,28,1997-10-10,"Canton, GA",,250
4243176,Brady,Russell,SEA,RB,38,250,75,28,1998-08-31,"Fort Collins, CO",,
4361088,Colson,Yankoff,WSH,TE,80,225,76,26,2000-03-01,"Coeur d'Alene, ID",,
4708049,Gavin,Bartholomew,MIN,TE,86,249,77,23,2003-04-30,"Schuylkill Haven, PA",,202
4683243,Mitchell,Evans,CAR,TE,84,258,77,23,2003-03-18,"Wadsworth, OH",,163
